conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3cc1fa63-1b28-44df-a93c-d09b12389a2f,skill/competence,transversal,comunicar verbalmente em basco,,Comunicar oralmente em basco.,http://data.europa.eu/esco/skill/a28fa5f1-be5b-4608-8376-acea8c2f8cb1,basco
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3cccda28-82cc-4e47-9442-af0cb4d64016,skill/competence,transversal,escrever em sérvio,,Redigir textos em sérvio.,http://data.europa.eu/esco/skill/c5cb0cc1-c40b-4544-a21c-8472f0b5c14a,sérvio
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/40842478-ad09-4be9-a889-97299b013609,skill/competence,transversal,escrever em hebreu,,Redigir textos em hebreu.,http://data.europa.eu/esco/skill/8a45f04a-cd28-4ac1-8e8b-ecfd21be0b18,hebreu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41253322-dc32-4d79-941c-3a8c230a1d85,skill/competence,transversal,escrever em berbere,,Redigir textos em berbere.,http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,berbere
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/416ca9da-3a58-4522-89a2-5746576feddd,skill/competence,transversal,escrever em vietnamita,,Redigir textos em vietnamita.,http://data.europa.eu/esco/skill/bf60009d-8afb-4306-9b0d-cfe2f66ab08f,vietnamita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/421910b5-70e1-429e-8b32-0df5518b7ddd,skill/competence,transversal,compreender checo escrito,,Ler e compreender textos redigidos em checo.,http://data.europa.eu/esco/skill/da0795a7-6866-4afc-81ed-5e3aa398f058,checo
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4264f3aa-037e-44f4-bb08-90d2337953ee,skill/competence,transversal,escrever em português,,Redigir textos em português.,http://data.europa.eu/esco/skill/584c13e8-fd06-4ca3-a45b-cca5b2f147a7,português
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/42b7c03a-3ed5-4dc1-adc0-ff1fb8d4d697,skill/competence,transversal,escrever em dinamarquês,,Redigir textos em dinamarquês.,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1,dinamarquês
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/450e047f-bb60-4eaa-bbcf-5e7af43e7f2a,skill/competence,transversal,escrever em búlgaro,,Redigir textos em búlgaro.,http://data.europa.eu/esco/skill/d5fd4958-4ca6-4d06-845f-713e2c459612,búlgaro
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/45ab3524-935d-4bc0-a7f3-1cf3be7e5987,skill/competence,transversal,escrever em georgiano,,Redigir textos em georgiano.,http://data.europa.eu/esco/skill/b2c1f90a-72ce-4499-ab9a-a9a5c9355d5b,georgiano
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/46d20520-381c-40c9-9de5-f635d0755923,skill/competence,transversal,compreender búlgaro escrito,,Ler e compreender textos redigidos em búlgaro.,http://data.europa.eu/esco/skill/d5fd4958-4ca6-4d06-845f-713e2c459612,búlgaro
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4812a4ea-dc55-4dc6-b9b0-4a59bba2c647,knowledge,transversal,alemão,,A língua alemã.,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,linguagem | Línguas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/486e4f39-e968-41f4-955e-56e9eba96ef5,skill/competence,transversal,compreender alemão escrito,,Ler e compreender textos redigidos em alemão.,http://data.europa.eu/esco/skill/4812a4ea-dc55-4dc6-b9b0-4a59bba2c647,alemão
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/49edb5ac-b80c-4c02-8509-d0e05889031e,skill/competence,transversal,compreender curdo falado,,Compreender o curdo na sua expressão oral.,http://data.europa.eu/esco/skill/2874065e-6ca3-430c-912a-467da3c23704,curdo
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4aaa3e87-2b29-4a83-bdff-cbe51db03fc5,skill/competence,transversal,escrever em montenegrino,,Redigir textos em montenegrino.,http://data.europa.eu/esco/skill/2358a146-6e8f-43cb-872f-a12ac9c57d60,montenegrino
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4b873879-6d5e-46b6-80e2-1ef313b4e0ac,skill/competence,transversal,escrever em japonês,,Redigir textos em japonês.,http://data.europa.eu/esco/skill/39c675c4-af13-49db-bbed-cf762102f85e,japonês
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4b9f1ae5-0ee6-4738-8999-9b8191fba808,knowledge,transversal,romeno,,A língua romena. O romeno é uma língua oficial e de trabalho da UE.,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,linguagem | Línguas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c5a2793-c18d-40b9-832d-af8e07f0f171,skill/competence,transversal,escrever em islandês,,Redigir textos em islandês.,http://data.europa.eu/esco/skill/a18e3090-6afb-4afb-a055-1f83bbe498e3,islandês
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c6fe11c-f912-4c81-b74c-2e72943abeb6,skill/competence,transversal,compreender lituano escrito,,Ler e compreender textos redigidos em lituano.,http://data.europa.eu/esco/skill/b3950b87-a980-4cd4-a795-be8a9b63661d,lituano
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c92020a-110b-4daf-b1ec-c4e17c3b9b2c,skill/competence,transversal,compreender chinês falado,,Compreender o chinês na sua expressão oral.,http://data.europa.eu/esco/skill/1fe42b38-cd42-4fc7-ae77-14e4c9e96295,chinês
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ddf697a-b1e9-4ae6-931e-920de761f9df,skill/competence,transversal,comunicar verbalmente em valão,,Comunicar oralmente em valão.,http://data.europa.eu/esco/skill/d54d7c00-87c4-4f78-af8d-e84577372974,valão
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4dfda994-f9a2-4cbd-b224-0ab036e69d6e,skill/competence,transversal,comunicar verbalmente em romeno,,Comunicar oralmente em romeno.,http://data.europa.eu/esco/skill/4b9f1ae5-0ee6-4738-8999-9b8191fba808,romeno
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ff6df71-6988-4300-8966-9fabb2b59186,skill/competence,transversal,compreender francês escrito,,Ler e entender textos redigidos em francês.,http://data.europa.eu/esco/skill/e747e77e-0ea1-4001-8b07-1d11946b5f1b,francês
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/50d8a1ff-659a-4671-be48-369242b2a3be,skill/competence,transversal,escrever em biari,,Redigir textos em biari.,http://data.europa.eu/esco/skill/15ea7b6b-1b93-4ed8-b58a-5c54777e0832,biari
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/520b5278-eb9a-4c7d-a80d-a129ffb103da,skill/competence,transversal,comunicar verbalmente em húngaro,,Comunicar oralmente em húngaro.,http://data.europa.eu/esco/skill/ddd3596a-43f3-402e-960a-5f79362a8609,húngaro
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52894650-9077-40f0-96d6-6f07d1a6cafa,skill/competence,transversal,escrever em alemão,,Redigir textos em alemão.,http://data.europa.eu/esco/skill/4812a4ea-dc55-4dc6-b9b0-4a59bba2c647,alemão
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/529d9a4f-5b96-4952-b9e6-114213366565,skill/competence,transversal,compreender georgiano falado,,Compreender georgiano na sua expressão oral.,http://data.europa.eu/esco/skill/b2c1f90a-72ce-4499-ab9a-a9a5c9355d5b,georgiano
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/562c4f04-4f58-4c28-bcc4-49307786067b,skill/competence,transversal,comunicar verbalmente em dinamarquês,,Comunicar oralmente em dinamarquês.,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1,dinamarquês
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/57cc6587-7efe-4ba5-982f-ac15ce1617ac,knowledge,transversal,occitano,,A língua occitana.,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,linguagem | Línguas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/584c13e8-fd06-4ca3-a45b-cca5b2f147a7,knowledge,transversal,português,,A língua portuguesa. O português é uma língua oficial e de trabalho da UE.,http://data.europa.eu/esco/skill/L1 | http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66,Línguas | linguagem
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/585824c4-ef01-49fd-9b14-be00162a2387,skill/competence,transversal,compreender persa escrito,,Ler e compreender textos redigidos em persa.,http://data.europa.eu/esco/skill/58cabf75-2520-4358-a210-2cbc628f4aa2,persa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5885fe45-0fd8-4eea-ac55-f46d46a44e6c,skill/competence,transversal,comunicar verbalmente em albanês,,Comunicar oralmente em albanês.,http://data.europa.eu/esco/skill/f1a08ec9-32d2-4e52-ba4a-66e049019be8,albanês
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/58cabf75-2520-4358-a210-2cbc628f4aa2,knowledge,transversal,persa,,A língua persa.,http://data.europa.eu/esco/skill/L1 | http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66,Línguas | linguagem
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/59ac89d7-12bb-470d-818b-222963d1c357,skill/competence,transversal,comunicar verbalmente em guzerate,,Comunicar oralmente em guzerate.,http://data.europa.eu/esco/skill/9b0baaa7-fed3-41b7-b74e-9d459f11acfe,guzerate
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5a6ac2a6-6aa3-4b68-b2ef-b2491fb146c1,skill/competence,transversal,escrever em galês,,Redigir textos em galês.,http://data.europa.eu/esco/skill/8dbd15c6-ecf0-468c-8ae1-f6eb360743dd,galês
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b9694a6-58b0-4179-a1bd-4bcda0352ca1,skill/competence,transversal,escrever em macedónio,,Redigir textos em macedónio.,http://data.europa.eu/esco/skill/15f261e6-4379-437e-b137-b0c473ae3e74,macedónio
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5bfce8e7-6f22-4e67-9018-0e4161620f3a,knowledge,transversal,azeri,,A língua azeri.,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,linguagem | Línguas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5de39924-769c-4301-82a5-525358dffe50,knowledge,transversal,letão,,A língua letã. O letão é uma língua oficial e de trabalho da UE.,http://data.europa.eu/esco/skill/L1 | http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66,Línguas | linguagem
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5dfc81aa-c395-4e88-a0e0-a2fbb681ecc0,skill/competence,transversal,escrever em francês,,Redigir textos em francês.,http://data.europa.eu/esco/skill/e747e77e-0ea1-4001-8b07-1d11946b5f1b,francês
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5ec5c4f7-1b6d-4642-8470-567e666952a8,skill/competence,transversal,escrever em galego,,Redigir textos em galego.,http://data.europa.eu/esco/skill/66212ff2-34b9-4812-be58-f53a0b751863,galego
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5f1e9642-588c-4882-8c90-20c33cc78bc1,skill/competence,transversal,compreender italiano falado,,Compreender italiano na sua expressão oral.,http://data.europa.eu/esco/skill/87219dfe-a21c-4160-8cc8-1eabf9b16b44,italiano
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5f81f163-7c84-4254-962f-69257cfa9ef5,skill/competence,transversal,compreender guzerate escrito,,Ler e compreender textos redigidos em guzerate.,http://data.europa.eu/esco/skill/9b0baaa7-fed3-41b7-b74e-9d459f11acfe,guzerate
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5fd4e27b-49de-4609-ae44-91e47ee3d168,skill/competence,transversal,escrever em télugo,,Redigir textos em télugo.,http://data.europa.eu/esco/skill/64fe09ac-f419-4c04-8997-d1dde2e31bfc,télugo
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/60bb7483-e0a1-4016-a6f3-6b95261ab615,skill/competence,transversal,compreender azeri falado,,Compreender o azeri na sua expressão oral.,http://data.europa.eu/esco/skill/5bfce8e7-6f22-4e67-9018-0e4161620f3a,azeri
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/614dcf69-dc56-4cab-bcb1-5bed1b389516,skill/competence,transversal,compreender arménio falado,,Compreender o arménio na sua expressão oral.,http://data.europa.eu/esco/skill/fcbcdf4c-d079-4010-ab4b-8356fbfa5096,arménio
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/61809be5-6787-46f0-9583-ac3287e17bd6,skill/competence,transversal,comunicar verbalmente em marati,,Comunicar oralmente em marati.,http://data.europa.eu/esco/skill/2080075c-0488-4fbf-a786-734dbbef31ce,marati
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/61c14f06-9edf-44c3-96af-dcecda598853,skill/competence,transversal,escrever em letão,,Redigir textos em letão.,http://data.europa.eu/esco/skill/5de39924-769c-4301-82a5-525358dffe50,letão
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/61ea50d7-db19-4160-8da4-1d7bec68bec3,skill/competence,transversal,escrever em esloveno,,Redigir textos em esloveno.,http://data.europa.eu/esco/skill/9ace3aae-aeae-4ed6-b625-26bc58345554,esloveno
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/633b72c4-1da1-45ae-b989-4d1a5bcab1a7,skill/competence,transversal,compreender catalão falado,,Compreender o catalão na sua expressão oral.,http://data.europa.eu/esco/skill/8ee2b6f2-7017-4b9a-9de2-4dedf0711394,catalão
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/64fe09ac-f419-4c04-8997-d1dde2e31bfc,knowledge,transversal,télugo,,A lingua télugo.,http://data.europa.eu/esco/skill/L1 | http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66,Línguas | linguagem
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/64ff8d5f-58a8-4efb-af5a-e161854b3e9a,skill/competence,transversal,compreender inglês falado,,Compreender o inglês na sua expressão oral.,http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0,inglês
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/65a24ec1-e173-4bd6-b160-270346e0f4bf,skill/competence,transversal,escrever em irlandês,,Redigir textos em irlandês.,http://data.europa.eu/esco/skill/8f4c0fe6-10c7-409e-92d6-245f46728209,irlandês
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/66120d64-6f0f-4b89-8c4f-cd271f8cb7ca,skill/competence,transversal,compreender romani falado,,Compreender o romani na sua expressão oral.,http://data.europa.eu/esco/skill/8ef3eccc-a847-430e-b828-cf178803b8c1,romani
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/66212ff2-34b9-4812-be58-f53a0b751863,knowledge,transversal,galego,,A língua galega.,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,linguagem | Línguas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/67e9583d-621a-42bd-8381-4e85c9e0923a,skill/competence,transversal,comunicar verbalmente em norueguês,,Comunicar oralmente em norueguês.,http://data.europa.eu/esco/skill/829f6eb5-0b26-4152-8eb3-82dd32b2b6f2,norueguês
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6891bbce-20bf-4afc-bd5e-75bdf54c0165,knowledge,transversal,russo,,A língua russa.,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,linguagem | Línguas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/69eb9999-814b-4293-8d6c-633e49f64de4,skill/competence,transversal,escrever em sueco,,Redigir textos em sueco.,http://data.europa.eu/esco/skill/7ee51257-8947-4b69-9bdf-322baf0a6398,sueco
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b7968ae-34fc-44cf-bbe4-28bded032004,skill/competence,transversal,compreender português falado,,Compreender o português na sua expressão oral.,http://data.europa.eu/esco/skill/584c13e8-fd06-4ca3-a45b-cca5b2f147a7,português
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b99d4ad-f0aa-44bb-a75e-a65c32fc5d2f,skill/competence,transversal,compreender romani escrito,,Ler e compreender textos redigidos em romani.,http://data.europa.eu/esco/skill/8ef3eccc-a847-430e-b828-cf178803b8c1,romani
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6bc58e91-1827-4dc7-a9cf-2311edcba0ec,knowledge,transversal,croata,,A língua croata. O croata é uma língua oficial e de trabalho da UE.,http://data.europa.eu/esco/skill/L1 | http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66,Línguas | linguagem
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6be5f174-9b46-4b76-9aa1-177f3845b615,skill/competence,transversal,comunicar verbalmente em letão,,Comunicar oralmente em letão.,http://data.europa.eu/esco/skill/5de39924-769c-4301-82a5-525358dffe50,letão
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0,knowledge,transversal,inglês,,A língua inglesa. O inglês é uma língua oficial e de trabalho da UE.,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,linguagem | Línguas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d4feb44-401c-480d-a05b-02ca8b38d7cd,skill/competence,transversal,escrever em malaio,,Redigir textos em malaio.,http://data.europa.eu/esco/skill/1f90c205-f869-4dcf-a374-c4fdeded9cbc,malaio
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,knowledge,transversal,berbere,,A família das línguas berbere.,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,linguagem | Línguas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6f55e44d-4494-4079-9b8d-01ac6912529e,knowledge,transversal,bielorrusso,,A língua bielorrussa.,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,linguagem | Línguas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/702d3840-308a-4d4a-ab61-f40f87d47fff,skill/competence,transversal,comunicar verbalmente em chinês,,Comunicar oralmente em chinês.,http://data.europa.eu/esco/skill/1fe42b38-cd42-4fc7-ae77-14e4c9e96295,chinês
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7077db13-08c2-4482-918c-e6291e04f82b,skill/competence,transversal,compreender japonês escrito,,Ler e compreender textos redigidos em japonês.,http://data.europa.eu/esco/skill/39c675c4-af13-49db-bbed-cf762102f85e,japonês
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/741ef95e-f1cf-4cf4-a021-b293e25eb005,skill/competence,transversal,comunicar verbalmente em maltês,,Comunicar oralmente em maltês.,http://data.europa.eu/esco/skill/cb50f9cd-3638-409b-8f93-befaf17d313e,maltês
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/74e261bb-9a84-438b-9c6c-42e2a46613dc,skill/competence,transversal,comunicar verbalmente em búlgaro,,Comunicar oralmente em búlgaro.,http://data.europa.eu/esco/skill/d5fd4958-4ca6-4d06-845f-713e2c459612,búlgaro
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7629db63-5922-42fa-8c80-9575526f7326,skill/competence,transversal,escrever em grego,,Redigir textos em grego.,http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,grego
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/76506870-aeac-4bc2-96b2-cbc6702601ea,skill/competence,transversal,escrever em norueguês,,Redigir textos em norueguês.,http://data.europa.eu/esco/skill/829f6eb5-0b26-4152-8eb3-82dd32b2b6f2,norueguês
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/767f8edf-372a-490b-9346-54de0ba8c654,skill/competence,transversal,compreender esloveno falado,,Compreender o esloveno na sua expressão oral.,http://data.europa.eu/esco/skill/9ace3aae-aeae-4ed6-b625-26bc58345554,esloveno
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/768e19df-be76-4e55-9120-8d1b07306293,skill/competence,transversal,compreender télugo escrito,,Ler e compreender textos redigidos em télugo.,http://data.europa.eu/esco/skill/64fe09ac-f419-4c04-8997-d1dde2e31bfc,télugo
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/78001945-0117-4dc7-ae8e-6c6800f1ffd8,skill/competence,transversal,compreender berbere escrito,,Ler e compreender textos redigidos em berbere.,http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,berbere
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7866045d-4d36-45e6-aa60-a8107f43e5b1,skill/competence,transversal,comunicar verbalmente em irlandês,,Comunicar oralmente em irlandês.,http://data.europa.eu/esco/skill/8f4c0fe6-10c7-409e-92d6-245f46728209,irlandês
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/790a0f2a-5250-4b6b-a013-c23160fcea65,skill/competence,transversal,comunicar verbalmente em panjabi,,Comunicar oralmente em panjabi.,http://data.europa.eu/esco/skill/e05b9e06-d298-4646-b762-acbd485a20e9,panjabi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/79444b07-be9c-4cf9-ac91-04e52b2ac1a0,skill/competence,transversal,compreender eslovaco falado,,Compreender o eslovaco na sua expressão oral.,http://data.europa.eu/esco/skill/246980fe-6222-4852-ade8-b372f7e0fd20,eslovaco
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7a86907d-1fd5-4e8f-b0f1-f366a14f6f6d,knowledge,transversal,javanês,,A linguagem javanesa.,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,linguagem | Línguas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7bd84008-afc2-4f72-8b49-a1dc4723d479,skill/competence,transversal,compreender finlandês falado,,Compreender o finlandês na sua expressão oral.,http://data.europa.eu/esco/skill/0e3493f4-0cad-4fbc-8e02-025f169b8114,finlandês
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7c16e933-2a3f-40e8-855c-f9e5c5a56199,skill/competence,transversal,compreender valão escrito,,Ler e compreender textos redigidos em valão.,http://data.europa.eu/esco/skill/d54d7c00-87c4-4f78-af8d-e84577372974,valão
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7c2e97a5-ac3d-4c01-9a3b-2e395f45d34a,skill/competence,transversal,escrever em croata,,Redigir textos em croata.,http://data.europa.eu/esco/skill/6bc58e91-1827-4dc7-a9cf-2311edcba0ec,croata
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7c946ebd-21de-4b08-af66-dff0356b5ad1,skill/competence,transversal,compreender bielorusso escrito,,Ler e compreender textos redigidos em bielorrusso.,http://data.europa.eu/esco/skill/6f55e44d-4494-4079-9b8d-01ac6912529e,bielorrusso
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7da256db-ea36-43e3-ba4c-286b598628d5,skill/competence,transversal,comunicar verbalmente em bielorusso,,Comunicar oralmente em bielorrusso.,http://data.europa.eu/esco/skill/6f55e44d-4494-4079-9b8d-01ac6912529e,bielorrusso
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7e2c0de4-240d-4c6f-9336-56c0ac349212,skill/competence,transversal,compreender polaco escrito,,Ler e compreender textos redigidos em polaco.,http://data.europa.eu/esco/skill/f3e9b964-0c2d-46c4-a895-8b3583054d69,polaco
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ed08054-550c-4206-a991-1718dcb68658,skill/competence,transversal,compreender biari escrito,,Ler e compreender textos redigidos em biari.,http://data.europa.eu/esco/skill/15ea7b6b-1b93-4ed8-b58a-5c54777e0832,biari
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ee20fe2-facd-4cc5-837b-927429e0e7ac,skill/competence,transversal,compreender inglês escrito,,Ler e compreender textos redigidos em inglês.,http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0,inglês
